Name,Affiliations,Affiliation Score
Glahst_Ombra,"['Galactic Empire', 'Skystrike Academy', 'Imperial Starfighter Corps']",-1.0
Glaucus,Moonglow Polychemical,-1.0
Gleb,"['Hutt Clan', 'Grand Hutt Council', 'Shadow Collective']",-0.3333333333333333
Glem,[],
Glowen_Faquidde,"['New Republic', '61st Mobile Infantry', ""Wyl Lark's squadron""]",1.0
Glute,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Gobi_Glie,"['Galactic Empire', '224th Imperial Armored Division']",-1.0
Goji,Warbird gang,0.0
Gojuni_Motts-Danel,[],
Gol,Garnac's hunting guild,0.0
Golas_Aram,"['Galactic Empire', ""Imperial Navy's officer corps"", ""Ellian Zahra's assault group""]",-1.0
Gold_Five_(Archeon_Nebula),Jace Rucklin's racing team,0.0
Gold_Four_(Archeon_Nebula),Gray Syndicate,0.0
Gold_Leader_(Anaxes),"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Gold_Six_(clone_trooper),Ohnaka Gang,0.0
Gold_Two_(rebellion),"['Resistance', 'Resistance ground crew']",1.0
Goldie_(tooka),Scyre,0.0
Golin,Scyre,0.0
Goll,Tibrin government,0.0
Gollin,[],
Gomm,[],
Goneril,[],
Gooti_Terez,[],
Gor,[],
Gor_Koresh,[],
Gor-kooda,"['Sienar family', 'Alliance to Restore the Republic', 'New Republic', 'Vanguard Squadron']",0.5
Gora,"['Galactic Empire', ""Gradd's squadron"", ""Imperial Navy's officer corps""]",-1.0
Goran,"['Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', ""Lina Graf's crew"", 'Graf Archive']",0.75
Gord_Grallik,"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",0.3333333333333333
Gorga_Desilijic_Aarrpo,[],
Gorgara,[],
Gorgeous_Su,Grakks,0.0
Gorin,"['Galactic Empire', 'Imperial Officer Corps', 'Imperial Army']",-1.0
Gorji_Sandem,Hynestian royal family,-1.0
Gork,[],
Gorlan_Seba,"['Galactic Empire', 'Imperial Navy', ""Gratloe's faction""]",-1.0
Goron,"['Nihil', ""Kassav's Tempest""]",-1.0
Gorr,[],
Gorrak_Wiles,[],
Vort,[],
Gorth,"['Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",1.0
Goru,[],
Goss_Toowers,Rockhawkers,0.0
Gosta,Visitors,1.0
Gostas_mother,"['Galactic Republic', 'Galactic Senate']",1.0
Govi,Closed,0.0
Gowayne,Lars family,1.0
Gowski,Kuari PrincessMax Rebo Band,0.0
Gozetta,"['Trade Federation', ""Jabba Desilijic Tiure's criminal empire""]",-0.5
Gozettas_father,Bounty Hunters' Guild,0.0
Gozettas_grandfather,Green Squadron,1.0
Graballa,"['Alliance to Restore the Republic', 'Green Squadron']",1.0
Gracalia_Vatara_Sienar,"['Galactic Republic', 'Green Company']",1.0
Gradd,Green Squadron,1.0
Graf_family,Jedi Order,1.0
Graf_Zapalo,"['Crystal Cairn', 'New Republic', 'New Republic Defense Fleet', 'Resistance']",0.75
Gragra,Prasteen Braak,0.0
Grakchawwaa,Mantis crew,1.0
Grakkus_Jahibakti_Tingi,[],
Gralm,"['Royal House of Naboo', 'Royal Naboo Security Forces', 'Galactic Republic', 'Amidalans']",0.5
Gran_Kovali,"['Galactic Republic', 'Foxtrot Group', 'D-Squad', 'Power Sliders']",0.75
Grana,"['Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service']",1.0
Gratloe,"['Alliance to Restore the Republic', 'Fourth Division']",1.0
Gravhan,Grelka Sorka,1.0
Grax,[],
Graxol_Kelvyyn,[],
Graysom,[],
Grayson,[],
Great_Devourer,"[""Grievous's family"", 'Confederacy of Independent Systems', 'Confederacy military']",0.3333333333333333
Great_mountain,"['Confederacy of Independent Systems', 'Confederacy military']",0.5
Grebe-Korora,"['Galactic Empire', 'Imperial Starfighter Corps', 'Ace Squadron']",-0.3333333333333333
Grebleips,[],
Grecker,[],
Gredda_Lars,[],
Greeata_Jendowanian,Scorza's gang,0.0
Greedo,[],
Greef_Karga,Ikkrukkian government,1.0
Green_Five_(Teralov),[],
Green_Leader_(Atollon),"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Green_Leader_(clone_trooper),"['Galactic Republic', 'Coruscant Guard']",1.0
Green_Leader_(Teralov),"['Jedi Order', 'Mandalorians']",0.5
Greer_(Jedi),"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Greer_Sonnel,Lasan High Honor Guard,1.0
Greesto_Ftrak,[],
Greez_Dritus,[],
Grega,"[""Grox's pirate crew"", 'Tech Masters']",0.0
Gregar_Typho,[],
Gregor,[],
Gregor_Lojan,Confederacy of Independent Systems,0.0
Grek_(commander),Children of the Empty Sun,1.0
Grelka_Sorkas_jerba,Children of the Empty Sun,1.0
Gremka,Nova Crime Syndicate,0.0
Greve_(hunter),"['Galactic Republic', 'Kachirho Wookiee Militia']",1.0
Grevel,"['Galactic Republic', 'Strategic Advisory Cell', 'Jedi Order', 'Galactic Empire', 'Project Celestial Power']",-0.2
Greybok,[],
Grievous,Cloud City Dockworkers' Union ,0.0
Grievouss_family,"['Galactic Empire', 'Imperial Security Bureau']",-1.0
Griff_Halloran,Resistance,1.0
Grillo,"['Resistance', 'Resistance navy']",1.0
Grimraker,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Grimshaw,"['Techno Union', 'Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems']",0.5
Grinko,Blazing Claw,0.0
Griph,"['Jedi Order', 'Unidentified Clan', ""Preigo's Traveling World of Wonder"", 'Animal Instincts']",0.5
Grish,"['Alliance to Restore the Republic', 'Gray Squadron']",1.0
Grist,Ivax Syndicate,0.0
Gritz,[],
Grizz_Frix,"['Galactic Republic', ""Slick's unit""]",1.0
Grizzer_(massiff),[],
Grogu,"['Ohnaka Gang', ""Gwarm's gang""]",0.0
Grolt,Red Key Raiders,0.0
Gron,[],
Gronson_Takkaro,Hidden Hand,1.0
Growly,Nihil,-1.0
Grox,Black Sun,-1.0
Grubs,Yinchom Dojo,0.0
Grummgar,"['Resistance', 'J-Squadron']",1.0
Gruppe,[],
Gruyver,[],
Gruyvers_niece,Crimson Dawn,-1.0
Grynask_Sanberge,Kelen Biolabs,-1.0
Guanta,House Malvern,0.0
Gubacher,Nihil,-1.0
Guch_Ydroma,"[""Yendor's family"", 'Ryloth Defense Authority', 'Resistance']",1.0
Gudder,House Hakka,0.0
Gudry,[],
Guich,"['Vushan family', 'Kage Warriors', 'Partisans', 'Dreamers']",0.5
Guila_Angira,Opposition,1.0
Gulin,"['Galactic Republic', 'Jedi Order', 'Exploration Corps']",1.0
Gume_Saam,"['Galactic Republic', 'Galactic Senate']",1.0
Gunda_Mabin,"['Galactic Empire', 'Son-tuul Pride']",-0.5
Gungi,"['First Order', 'Warbird gang']",-0.5
Gureni_Telsij,White Worms,-1.0
Gurnot,White Worms,-1.0
Gurtyl,Isobe royal family,0.0
Gus,"['Jedi Order', 'Galactic Republic', ""Halsey's unit""]",1.0
Gusyin_Tatam,"['Xiono family', 'New Republic', 'Galactic Senate']",1.0
Gwarm,"['Galactic Empire', ""Chimaera's bridge officer corps""]",-1.0
Gweeska,"['Solo family', 'White Worms', 'Galactic Empire', 'Carida Academy', 'Carida Squadron', 'Onyx Squadron', '224th Imperial Armored Division', 'Crimson Dawn', ""Beckett's gang"", ""Jabba Desilijic Tiure's criminal empire"", 'Alliance to Restore the Republic', 'Heroes of Yavin', 'Endor strike team', 'Pathfinders', 'Kingdom of Han', 'Bright Tree tribe', 'New Republic', 'New Republic Pilots Commission', ""Han Solo's shipping company"", 'Resistance']",0.05
Gwellis_Bagnoro,"['Junior Academy of Applied Sciences', 'AppSci SaberCats']",-0.5
Gwi,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Gwishi,"['Resistance', 'J-Squadron']",1.0
Gyuti,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Hsishi,[],
Haal,Canto Bight racetrack,0.0
Hadder_Ponta,"['Galactic Republic', '501st Legion']",1.0
Hadder_Pontas_father,Wilhuff Tarkin's hunting team,-1.0
Hado_Gwin,[],
Hafner,"['Galactic Empire', 'Imperial Super Commando']",-1.0
Hagi,[],
Hague,"['Galactic Empire', 'Imperial Officer Corps', 'Royal Imperial Academy']",-1.0
Hahnee_Brethen,"['Galactic Empire', 'Apprentice Legislature']",0.0
Hakka,[],
HalSted,Ubrikkian Industries,0.0
Halia_Vushan,[],
Halin_Azucca,[],
Hallan_Krintu,"['Galactic Empire', 'Imperial Security Bureau', 'Imperial Officer Corps']",-1.0
Halle_Burtoni,"['New Republic', 'Resistance', 'Resistance army']",1.0
Hallio_Bas,"['Galactic Republic', 'Partisans']",1.0
Hallion_Nark,Berch Teller's rebel cell,1.0
Hallon,"['Galactic Empire', ""Yrica Quell's squadron""]",0.0
Hallro,[],
Hallux,[],
Halsey,"['Vonreg family', 'Galactic Empire', 'Titan Squadron']",-1.0
Hamato_Xiono,"['Galactic Republic', 'Rancor Battalion']",1.0
Hammerly,"['Galactic Republic', 'Tango Company']",1.0
Han_Solo,"['Galactic Republic', '501st Legion', 'Republic Starfighter Corps']",1.0
Hanc_Windrider,"['Galactic Republic', 'Grand Army of the Republic']",1.0
Hannevik,"['Alliance to Restore the Republic', 'Massassi Group', 'Communications']",0.6666666666666666
Hansen_family,[],
Harb_Binli,BSO 401.72,0.0
Harc_Seff,Galactic Empire,-1.0
Hard_Luck,"['Malkhanis', 'Opaline Creed', 'Lady of Coins', ""Hazram Namir's band"", 'Galactic Empire', 'Alliance to Restore the Republic', '61st Mobile Infantry', 'New Republic', '61st Mobile Infantry']",0.3333333333333333
Hardcase,[],
Hardhear,"['Galactic Republic', ""Heater's squad"", '501st Legion']",1.0
Harido_Kavila,Fardi clan,0.0
Hark,"['Vonreg family', 'Galactic Empire', '181st Fighter Wing']",-1.0
Harkos,"['Alliance to Restore the Republic', 'Blue Squadron']",1.0
Harn_(Imperial),"['Galactic Empire', 'Banshee Squadron']",-1.0
Harp_Allor,Earl Alner,0.0
Harra,"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",0.3333333333333333
HarrGick,Haxion Brood,0.0
Harrgun,[],
Harta,"['Galactic Empire', 'Imperial Senate']",-1.0
Hartell,[],
Harter_Kalonia,"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Has_Obitt,"['Junior Academy of Applied Sciences', 'AppSci SaberCats']",-0.5
Hask_Taff,Alliance to Restore the Republic,1.0
Hastun,[],
Hat_Lo,Jedi Order,1.0
Hatchet_(slave),Noble Court,0.0
Havina_Vonreg,"['Alliance to Restore the Republic', 'Spectres', 'Phoenix Squadron', 'Alliance High Command', 'Gamma Group', 'New Republic', 'Barma Battle Group', 'New Republic High Command', 'Nadiri fleet']",1.0
Havoc_(ARC_trooper),"['Syndulla clan', 'Free Ryloth Movement']",1.0
Havoc_(clone_trooper),Surat Nuat's gang,0.0
Hawk,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Hawkeye,Jabba Desilijic Tiure's criminal empire,-1.0
Haxen_Delto,Dex's Diner,0.0
Hay-Zu,"['New Republic', 'New Republic Defense Force']",1.0
Haz_Bakkel,Visitors,1.0
Hazlekk,Young Ladies' Seminary of Lothal Settlers,0.0
Hazram_Namir,[],
Hazram_Namirs_father,"['Transcept Media Solutions', 'Galactic Empire']",-0.5
Heater_(clone_trooper),"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Hedala_Fardi,"['First Order', 'Stormtrooper Corps']",-1.0
Hedrian,"['First Order', 'Stormtrooper Corps']",-1.0
Heff_Tobber,[],
Heiwei_Akrone,Canto Casino,0.0
Hela_(Nothoiin),Phoenix Cell,1.0
Hela_Brandes,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Hela_Enn,The Smuggler,1.0
Hellene,"['Alliance to Restore the Republic', 'Alliance Military']",1.0
Hem,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Hem_Dazon,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Hemi,Galactic Empire,-1.0
Hench_Sina,[],
Hendri_Underholt,[],
Hennet_Kayn,"['BSO 401.72', 'The Hutt Hour']",0.0
Hennix,"['Galactic Empire', '204th Imperial Fighter Wing']",-1.0
Her_Majesty,Raada resistance,1.0
Hera_Syndulla,[],
Hera_Syndullas_mother,"['Galactic Republic', 'Grand Army of the Republic', 'Galactic Empire', 'Imperial Army', 'Imperial Officer Corps', 'Shadow Council']",-0.3333333333333333
Herf_(Ithorian),Resistance,1.0
Herin_Calhuu,"['Galactic Republic', 'Royal House of Naboo', 'Royal Naboo Security Forces']",0.3333333333333333
Hermi_Odle,[],
Hermione_Bagwa,"['Kingdom of Shu-Torun', 'Shu-Torun royalty']",-1.0
Hern_Kaveen,"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic']",0.6666666666666666
Hesper-Inguza,"['First OrderFirst Order Special Forces', 'First Order starfighter corps']",-1.0
Hestia_Tarleton,[],
Het_Nkik,[],
Hetto,"['Ohnaka Gang', 'Ohnaka Transport Solutions']",0.5
Hewex,[],
HF-0518,Dalnans,0.0
HF-3311,[],
Hffrr,"['Galactic Republic', 'Coruscant Home Defense Fleet']",1.0
Hhex,Anklebiter Brigade,1.0
Higz,"['New Republic', 'Shepherd Squadron']",1.0
Hija,"['Royal House of Naboo', 'Naboo Royal Advisory Council']",0.0
Hika_Ten,"['Galactic Republic', 'Galactic Senate']",1.0
Hill_Purpura,Kothal Roughnecks,0.0
Hillat_Temple,"['Alliance to Restore the Republic', 'Gray Squadron']",1.0
Hiram_Zataire,"['Alliance to Restore the Republic', 'New Republic']",1.0
Hiram_Zataires_eldest_daughter,Canto Bight racetrack,0.0
Hiram_Zataires_son,"['Galactic Republic', 'Clone Youth Brigade']",1.0
Hirang_Birren,[],
Hiro,"['Galactic Republic', 'Coruscant Guard']",1.0
Hirodin_Nasli,"['Galactic Republic', 'Galactic Republic Navy']",1.0
Hoban,"['Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems', 'Separatist Senate', 'Death Watch', 'Onderon rebels', 'Galactic Empire', 'Alliance to Restore the Republic', 'Partisans', 'Dreamers']",0.4
Hobin_Carsamba,[],
Hodnar_Borrum,[],
Hoff_(Resistance_captain),[],
Hogan_Tinmar,[],
Holaq,[],
Hollian,"['Elder Houses', 'Galactic Republic', 'Committee for transportation of construction materials', 'Delegation of 2', '000', 'Loyalist Committee', 'Galactic Empire', 'Imperial Senate', ""Bail Organa's resistance movement"", 'Alliance to Restore the Republic', 'Alliance Civil Government', 'Alliance High Command', 'Heroes of Yavin', 'Endor strike team', 'Bright Tree tribe', 'New Republic', 'Security council', 'Populists', 'Jedi Order', 'Resistance', 'First Order', 'Knights of Ren']",0.4090909090909091
Hollé,"['Jedi Order', 'Hawkbat Clan', 'Thranta Clan', 'Jedi High Council', 'Galactic Republic', 'Numidian Prime strike team', 'Lost Twenty', 'Sith', 'Independent Movement for Self-Determination', 'Confederacy of Independent Systems']",0.3
Holo_(pilot),"['Galactic Republic', 'Office of the Chancellor']",1.0
Holshef,Resistance,1.0
Holshefs_grandmother,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Hondo_Ohnaka,"['Galactic Empire', 'Theta Squadron']",-0.5
Hondo_Ohnakas_mother,[],
Honesty_Weft,[],
Honnah,"['Galactic Empire', 'Nashtah Squadron']",-1.0
Honor_Salima,Tico family,1.0
Hoolie,"['Resistance', 'Resistance navy']",1.0
Hopeata,[],
Horace_Vancil,"['New Republic', ""Kazuda Xiono's squadron"", 'Resistance', 'Jade Squadron']",1.0
Horox_Ryyder,"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",0.3333333333333333
Horst_Prajil,[],
Horton_Salm,[],
Hostis_Ij,First Order,-1.0
Hoth_Stuff,"['Galactic Republic', 'Clone Force 99']",0.0
Hotshot,"['Resistance', 'Exegol landing team']",1.0
Houliet,"['Resistance', 'Resistance Starfighter Corps']",1.0
Hound,"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",-1.0
Hound_(pilot),"['Galactic Republic', 'Republic Military', 'Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",-0.2
House_Bonteri,Chalmun's Spaceport Cantina,0.0
House_Borgin,"['Galactic Empire', ""Imperial Navy's officer corps"", 'Squadron One']",-1.0
House_Hakka,Onderon rebels,1.0
House_Maccon,"['Jedi Order', 'Galactic Republic', 'Grand Army of the Republic']",1.0
House_Malvern,"['Galactic Republic', 'Grand Army of the Republic', 'Galactic Empire', 'Imperial Officer Corps', 'Arkanis Academy', 'Shadow Council', ""Gallius Rax's child soldiers"", 'First Order', 'Supreme Council', 'Resistance']",-0.4
House_of_Basan,"['First Order', 'First Order military']",-1.0
House_of_Organa,Canto Bight racetrack,0.0
House_Serenno,[],
House_Valorum,Galactic Empire,-1.0
Houz,Ace Squadron,1.0
Hove,[],
Howlrunner_(Theta_Squadron),"['Galactic Republic', 'Galactic Senate']",1.0
Hrchek_Kal_Fas,[],
Hrrgn,"['Galactic Empire', 'Imperial Navy']",-1.0
Huck_Trompo,"[""Iasento's tribe"", 'Mimbanese Liberation Army']",1.0
Hue_Tico,"['Resistance', 'Resistance ground crew']",1.0
Huetrin_Jones,Alderaan Flotilla,1.0
Huga,Figrin D'an and the Modal Nodes,0.0
Hugh_Sion,[],
Hugo_Eckener,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Huika_Siliu,"['Galactic Empire', 'Royal Imperial Academy', 'Black Squadron', 'Inferno Squad', 'Dreamers', 'Alliance to Restore the Republic', 'Danger Squadron', 'New Republic', 'Inferno Squad', 'Resistance']",0.0
Huliasu,"['Mykapo system planetary defense forces', 'Resistance', 'Fleet Command']",0.3333333333333333
Humphris,Partisans,1.0
Hunter,[],
Huper_Tenrecs,"['Galactic Empire', 'Imperial Army', 'Imperial Officer Corps']",-1.0
Hurrie_Chind,[],
Hurron,"['Alliance to Restore the Republic', 'Rebel Alliance Starfighter Corps']",1.0
Hurst_Romodi,Church of the Force,1.0
Husklf,Nightsisters,-1.0
Hussor,[],
Hutch,"['Jedi Order', 'Heliost Clan', 'Galactic Republic', 'Outer Rim garrison']",1.0
Huulik,"['Galactic Empire', 'Imperial Officer Corps', 'Colossus', 'Resistance', 'Team Colossus']",0.2
Hux_family,[],
HX-1072,Jedi Order,1.0
Hy-Stepping,Jedi Order,1.0
Hydian_Dreams,Shag Kava,-1.0
Hynestian_royal_family,"['First Order', 'First Order military']",-1.0
Hype_Fazon,"['Galactic Republic', 'Republic Defense Coalition']",1.0
Idreth,"['New Republic', 'Rapier Squadron', 'Resistance', 'Dagger Squadron']",1.0
Ianad_Cisma,"['Galactic Republic', 'Pantoran Assembly']",1.0
Iania,Jacontro's gang,0.0
Ianna_Wick,Trade Spine League,0.0
Iasento,"['Chiss Ascendancy', 'Nine Ruling Families']",0.0
Ibdun_Dand,"['Chiss Ascendancy', 'Irizi family', 'Syndicure']",0.0
Icar_Orliss,Gorensla kajidic,0.0
Ichor,Directorate,0.0
Ickabel_Gont,[],
Idalsa,[],
Idel,[],
Iden_Versio,Freetown,1.0
Idrosen_Gawat,"['Galactic Republic', 'Loyalist Committee']",0.0
Idryssa_Barruck,Free Ryloth Movement,1.0
Iduna,"['Galactic Republic', 'Delegation of 2', '000', 'Galactic Empire', 'Imperial Senate', 'Alliance to Restore the Republic']",0.16666666666666666
Igar,[],
Ignacio_Wortan,"['Nuq Sin family', 'Nuq Sin family business']",0.5
Ika_Sulko,"['Jedi Order', 'Technical division', 'Galactic Republic']",1.0
Ilco_Munica,"['Lady Valarian', 'Jabba Desilijic Tiure', ""B'omarr Order""]",0.0
Ilyana,Bobbajo,1.0
Ilyenno,"['Jedi Order', 'Bear Clan']",1.0
Ima-Gun_Di,"['Chiss Ascendancy', 'Defense Hierarchy Council']",0.0
Imanuel_Doza,"['Galactic Empire', 'Death Squadron', 'Imperial Starfighter Corps']",-1.0
Imperial_(fathier),"['Hutt Clan', 'Grand Hutt Council', ""Jabba Desilijic Tiure's criminal empire"", 'Galactic Republic', 'Shadow Collective', 'Crymorah syndicate', 'Galactic Empire']",-0.2857142857142857
Imri_Cantaros,[],
Indeera_Stokes,White Worms,-1.0
Infrablue_Zedbeddy_Coggins,Jedi Order,1.0
Ingo_Salik,[],
Innamin,"[""Jace Rucklin's racing team"", 'First Order', ""Galek's TIE fighter squadron""]",-0.6666666666666666
Iolo_Arana,"['Alliance to Restore the Republic', 'Spectres']",1.0
Ion_Papanoida,"['Galactic Republic', 'Jedi Order']",1.0
Iothene_Jacontro,"['Galactic Empire', 'Imperial Navy', 'First Order', 'Zeta Squadron']",-1.0
Onn_Iria,Data Seekers,1.0
Irizi_family,Data Seekers,1.0
Irizistalmustro,Royal House of Naboo,0.0
Irrica,House of Basan,0.0
Isamer,White Worms,-1.0
Isin,The Smuggler,1.0
Isobe_royal_family,"['Galactic Empire', 'LRC077', 'Alliance to Restore the Republic', 'Lothal resistance group']",0.0
Isquik_Tors,[],
Issa-Or,[],
Ister_Paddie,"['Galactic Empire', 'Imperial Military']",-1.0
Isval,[],
Ivor_Drake,[],
Izal_Pre,"['Jedi Order', 'Galactic Republic']",1.0
Izby,"['Galactic Empire', 'Yellow Seven', 'Alliance to Restore the Republic', 'Gold Squadron']",0.5
JHara,"['Galactic Empire', 'Imperial Navy']",-1.0
Joopi_Shé,"['Galactic Republic', 'Galactic Senate']",1.0
JQuille,[],
JRrosch,"['Alliance to Restore the Republic', 'Blue Squadron']",1.0
J._K._Burtola,Partisans,1.0
Jafosk,"['Royal House of Naboo', 'Galactic Republic']",0.5
JA189,Lonaste's clan,0.0
Jabba_Desilijic_Tiure,"['Alliance to Restore the Republic', 'Red Squadron']",1.0
Jabba_Desilijic_Tiures_mother,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Jabbat,Alliance to Restore the Republic,1.0
Jabe_Rann,[],
Jac_Lodain,"['Galactic Republic', 'Republic Military', 'Galactic Empire', ""Imperial Navy's officer corps"", 'Alliance to Restore the Republic', 'Massassi Group', 'Sector Command']",0.2857142857142857
Jace_Rucklin,"['Galactic Empire', 'Imperial Academy of Mandalore']",-0.5
Jacen_Syndulla,Dalnans,0.0
Jackar_Bowmani,"['Mandalorians', 'Galactic Republic', 'Confederacy of Independent Systems']",0.3333333333333333
Jad_Bean,Alderaan Flotilla,1.0
Jado_Starstrider,"['First Order', 'Resistance', 'Company 77']",0.3333333333333333
Jae_Neb,Corellian Engineering Corporation,0.0
Jafan,"['First Order', 'First Order military']",-1.0
Jaff_Basan,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Jagleo,[],
Jagraan,"['Junior Academy of Applied Sciences', 'Galactic Empire']",-1.0
Jai_Kell,"['Galactic Republic', 'Office of the Chancellor', 'Galactic Empire', 'Imperial Ruling Council']",0.0
Jai_Kells_father,Janus Kasmir's crew,0.0
Jai_Kells_mother,"['Alliance to Restore the Republic', 'Propaganda Bureau', 'Kime Enanrum Academy of Arts']",0.6666666666666666
Jaidra,"['Gungan High Council', 'Officer corps', 'Galactic Republic', 'Naboo delegation', 'Galactic Empire', 'Imperial Senate']",0.16666666666666666
Jairi,"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Jaiyna_Sibinth,"['Yeager family', 'Alliance to Restore the Republic', 'New Republic', 'New Republic Starfighter Corps', 'Team Fireball', 'Resistance', 'Team Colossus', 'Ace Squadron']",1.0
Jakzin,Yeager family,1.0
Jake_Farrell,Yeager family,1.0
Jakeeb,Partisans,1.0
Jakker-Sun,"['Jedi Order', 'Galactic Republic', '13th Battalion']",1.0
